dt
5e-07
0.0382104
0.0608974
0.0342421
0.0360207
0.0492933
0.0293259
0.0295143
0.0280183
0.0270935
0.0348311
0.0306969
0.0338395
0.0288943
0.0300446
0.025673
0.0623096
0.0245918
0.0215671
0.0254672
0.0186231
0.0194298
0.0200186
0.0264076
0.0267694
0.0279455
0.0306424
0.029567
0.0310841
0.0348989
0.0324037
0.0340326
0.0438507
0.218896
0.167454
0.0346578
0.0330514
0.0380618
0.0790421
0.036189
0.0359403
0.037151
0.0449442
0.0369701
0.043125
0.0345236
0.0341677
0.0348868
0.0309424
0.0340236
0.0693818
0.0395235
0.0371255
0.0362867
0.0321466
0.0312009
0.0362026
0.0319645
0.0343529
0.0355021
0.0361284
0.0329659
0.0293735
0.029202
0.0686284
0.032624
0.0356052
0.032529
0.0325101
0.0314019
0.0362307
0.0322599
0.0382835
0.031603
0.032858
0.0457938
0.0356062
0.0314625
0.0619196
0.0284273
0.0335442
0.0361558
0.0319637
0.0290351
0.0314856
0.0342198
0.0313175
0.0320745
0.0294305
0.0314186
0.104625
0.136851
0.0601814
0.0547946
0.0535653
0.0348195
0.0497909
0.0445797
0.0526936
0.104982
0.0293867
0.0333117
0.0502242
0.0335465
0.0333304
0.0511276
0.0336237
0.175059
0.124953
0.07264
0.0994407
0.0973102
0.100094
0.189833
0.0518735
0.0506303
0.0541066
0.0496652
0.0471277
0.0875954
0.0565667
0.0620892
0.0576014
0.0695103
0.0760898
0.0582877
0.0708902
0.127963
0.0579831
0.0948163
0.0792535
0.0529605
0.0632557
0.08818
0.0396212
0.0429126
0.0647888
0.04337
0.0549636
0.0383637
0.0331148
0.0329289
0.0334565
0.0671026
0.043902
0.0382537
0.0506506
0.0333642
0.037246
0.0673994
0.0958276
0.148103
0.149457
0.182161
0.25
0.203369
0.177754
0.154998
0.214445
0.121667
0.147848
0.134485
0.05812
0.0624419
0.0584965
0.0436844
0.0719846
0.0422546
0.0347967
0.0357257
0.0368055
0.0419663
0.039392
0.0395702
