dt
0.040096
0.0405869
0.0454914
0.0810433
0.0281447
0.0249566
0.0270368
0.0372452
0.0414889
0.0271406
0.0401855
0.0385598
0.0344173
0.0384351
0.0433995
0.0349268
0.0663259
0.0402165
0.0426477
0.0477074
0.0359394
0.0693981
0.0642891
0.0315974
0.0418603
0.0449466
0.0423907
0.0818453
0.0324889
0.0442746
0.0347146
0.0480165
0.0466676
0.0529148
0.0438122
0.0535065
0.0311575
0.069806
0.0341489
0.0344307
0.0339024
0.03962
0.0305593
0.0464535
0.0301544
0.031288
0.0272411
0.0312386
0.0350754
0.0387386
0.0374016
0.0752698
0.036295
0.0397106
0.0338177
0.0342249
0.0377829
0.0398404
0.0413313
0.0430367
0.0383059
0.0564816
0.0682848
0.0331872
0.0368994
0.0386589
0.0422659
0.0258186
0.0209749
0.026561
0.0672816
0.0725599
0.0641834
0.048376
0.0923121
0.0316787
0.0410067
0.0325409
0.0361872
0.0423771
0.0317205
0.0360397
0.0323636
0.0345612
0.0356602
0.0344694
0.0664117
0.0343827
0.0409536
0.0496909
0.0393966
0.0406241
0.0436793
0.0420477
0.0490903
0.0561677
0.0417636
0.0887178
0.0317797
0.0362402
0.0301154
0.0331545
0.0306322
0.0312779
0.0293296
0.0904267
0.087138
0.0847404
0.0424549
0.0278972
0.0268297
0.0277848
0.036381
0.0358542
0.0331127
0.0258051
0.0261025
0.0240291
0.0283218
0.0325104
0.0276864
0.0356565
0.0666612
0.03443
0.0331737
0.0327389
0.0279724
0.0279249
0.0304208
0.0318402
0.0490845
0.0512073
0.0316513
0.0302879
0.0347477
0.0691814
0.0460361
0.0491026
0.0366757
0.0462438
0.0837712
0.0462209
0.0454709
0.0327336
0.0352854
0.0726371
0.0383724
0.0398934
0.0336402
0.0440444
0.051415
0.0492884
0.0375593
0.0329399
0.0295925
0.0318744
0.0333232
0.0751163
0.0300015
0.0335026
0.0302955
0.0318896
0.0288091
0.0306772
0.0304448
0.030267
0.0411623
0.0389064
0.0394397
0.0441785
0.0344881
0.0564395
0.0308605
0.0269349
0.0233965
0.0182229
0.0235832
0.0206323
0.0186888
0.0178824
0.022529
0.0218456
0.0298934
0.0284291
0.0290789
0.0182838
0.0302901
0.0244825
0.0282073
0.0214132
0.0628146
0.0239152
0.0246776
0.0318466
0.0199479
0.0290102
0.0288334
0.0272813
0.025462
0.0238537
0.0276342
0.021374
0.0209662
0.0240096
0.0190701
0.0207225
0.0238479
0.0236306
0.0216426
0.0581091
0.0206959
0.0225799
0.0192768
0.0211262
0.0164829
0.0185358
0.0181217
0.0276451
0.0288946
0.0242645
0.0222454
0.0228358
0.0232819
0.025572
0.0296716
0.0234132
0.0207963
0.0176265
0.017893
0.0187493
0.0546794
0.0148352
0.0258587
0.0175622
0.0231152
0.0312577
0.0404333
0.0243564
0.0287982
0.0253537
0.0324897
0.0281619
0.0210195
0.026621
0.0208379
0.0198066
0.0389456
0.0282076
0.0651186
0.0273457
0.0287976
0.0345965
0.0321748
0.0352754
0.0334677
0.0338503
0.0336406
0.032595
0.0348212
0.0344323
0.0421561
0.035843
0.0638313
0.0289254
0.0301366
0.0272479
0.0339759
0.0322721
0.0246714
0.0289858
0.0284491
0.0276815
0.0260254
0.0238259
0.0275665
0.25
0.113088
0.0566465
0.0660068
0.0495087
0.0682442
0.0910682
0.0432169
0.0631635
0.0411612
0.057166
0.038291
0.0428151
0.034117
0.0352411
0.0341358
0.0636871
0.0357325
0.0458627
0.0219714
0.0404511
0.0459981
0.0387021
0.044028
0.0444853
0.0356297
0.0408197
0.0483713
0.0716768
0.0441054
0.0354788
0.0485334
0.0417563
0.04216
0.0296625
0.0324256
0.0342769
0.0428005
0.0382034
0.0564553
0.0577744
0.0329771
0.037943
0.0482448
0.0416868
0.0539155
0.060657
0.0757586
0.0355933
0.058973
0.0922703
0.0338292
0.0369042
0.0409608
0.0322709
0.0331005
0.0232077
0.0324466
0.0297084
0.023132
0.0297315
0.0274245
0.036653
0.0532179
0.0445584
0.0346998
0.033824
0.0283656
0.0313053
0.0320711
0.025017
0.0197834
0.0223319
0.0238963
0.0257989
0.0256519
0.0261287
0.0237097
0.0279545
0.0248837
0.0582217
0.0257124
0.0320893
0.0294768
0.0291973
0.0314775
0.033201
0.0303575
0.0399893
0.0463523
0.033431
0.0380772
0.0278642
0.0387499
0.0317298
0.0658999
0.0299625
0.0376389
0.0245573
0.0262819
0.0230386
0.0205255
0.0223743
0.0249833
0.029652
0.0251707
0.0241392
0.0208256
0.0191809
0.0302565
0.0217323
0.030515
0.0508813
0.0269266
0.0284364
0.0244762
0.0299185
0.0245278
0.0250376
0.0174706
0.0203056
0.0216627
0.0209569
0.0255463
0.0237964
0.024398
0.0206778
0.0269785
0.0194563
0.0283403
0.050091
0.0973623
0.0454819
0.0334803
0.0271248
0.0442418
0.0188211
0.0206306
0.0243439
0.0241703
0.0210512
0.0249143
0.0256016
0.0206704
0.0152504
0.0154758
0.0198764
0.0209841
0.0550675
0.0158699
0.0198796
0.0157421
0.0189334
0.0183277
0.0158702
0.023092
0.0199348
0.0158916
0.0128683
0.0140947
0.0175977
0.0145468
0.0127641
0.0139205
0.0127707
0.0130353
0.015151
0.0204555
0.0173434
0.0159431
0.0190293
0.0138674
0.0155465
0.0171598
0.017689
0.051127
0.012651
0.0117767
0.0137723
0.015989
0.0137459
0.0187561
0.0174319
0.0178285
0.0156191
0.0164722
0.0247869
0.0172096
0.015653
0.0125966
0.0152536
0.0160531
0.0139488
0.0151683
0.0183053
0.0174307
0.0258372
0.0232461
0.0248783
0.0245321
0.0252383
0.0252219
0.0473741
0.0239538
0.02294
0.0226572
0.0217018
0.0245214
0.0226896
0.0211418
0.0185665
0.0195067
0.0222182
0.0191211
0.0157167
0.0192433
0.0238727
0.0174379
0.0238975
0.0239137
0.0176996
0.0205494
0.0183553
0.0170099
0.0534504
0.0278485
0.017736
0.0174571
0.0156024
0.0153906
0.0248579
0.0368613
0.0331572
0.0313763
0.0357462
0.0286264
0.0292597
0.030097
0.0218754
0.0288265
0.019611
0.0264594
0.029815
0.0731569
0.0296177
0.028362
0.0275317
0.0189968
0.0264403
0.0193518
0.0174516
0.02016
0.0251764
0.0195477
0.025743
0.0241238
0.0224903
0.0164889
0.0201755
0.0287375
0.0267262
0.0465851
0.0879537
0.0459523
0.0269128
0.0446011
0.0177472
0.0150505
0.0261194
0.025906
0.0196772
0.0240273
0.0214152
0.0196658
0.0184776
0.0260559
0.0199174
0.0187434
0.0624839
0.0294714
0.0262863
0.0294971
0.0256959
0.0290341
0.0267664
0.0260436
0.0264908
0.0209959
0.0289804
0.0313665
0.0280212
0.0383951
0.0289513
0.0380849
0.0538005
0.0278277
0.0310531
0.0441484
0.0371667
0.037727
0.0339835
0.0303311
0.0322881
0.0336419
0.0373306
0.030136
0.031601
0.0382131
0.0275728
0.0680344
0.0288181
0.0364322
0.0321504
0.0252962
0.0226361
0.0261409
0.0179141
0.017519
0.0290211
0.0304097
0.0254337
0.0196168
0.0253892
0.0201444
0.0203965
0.0237059
0.0235896
0.0499387
0.0162568
0.0209239
0.0172075
0.0227397
0.0189788
0.0207902
0.0167465
0.0168375
0.0169501
0.0161047
